RAF.Benson, ENG, GBR
Tilt Degrees,0.0, Bearing Degrees, 0.0, Ground Reflectance, 20.0
month,day,hour,Dry Bulb Temp,Wet Bulb Temp,Depression,Dew Point,Rel Humidity,Global Horiz Rad,Direct Norm Rad,Diffuse Rad,Global Horiz Ill,Direct Norm Ill,Wind Speed,Wind Direction,Sky Cover,Tilt Surface Rad,
 , , ,degrees C,degrees C,degrees C,degrees C,percent,(Wh/sq.m),(Wh/sq.m),(Wh/sq.m),lux,lux,ms,degrees,percent,(Wh/sq.m),
1,1,1,12.3,11.188889,1.1111116,10.4,88.0,0.0,0.0,0.0,0.0,0.0,6.7,210.0,90.0,0.0,
1,1,2,11.9,11.233333,0.666667,10.8,93.0,0.0,0.0,0.0,0.0,0.0,5.1,230.0,90.0,0.0,
1,1,3,11.8,11.133334,0.66666603,10.7,93.0,0.0,0.0,0.0,0.0,0.0,5.1,210.0,90.0,0.0,
1,1,4,11.7,10.755554,0.9444456,10.1,90.0,0.0,0.0,0.0,0.0,0.0,4.6,210.0,90.0,0.0,
1,1,5,12.1,10.877777,1.2222233,10.0,87.0,0.0,0.0,0.0,0.0,0.0,5.7,210.0,0.0,0.0,
1,1,6,11.8,10.68889,1.1111097,9.8,88.0,0.0,0.0,0.0,0.0,0.0,5.7,210.0,90.0,0.0,
1,1,7,11.7,10.496294,1.2037058,9.6,87.0,0.0,0.0,0.0,0.0,0.0,4.6,210.0,40.0,0.0,
1,1,8,11.7,10.125926,1.5740738,8.9,83.0,0.0,0.0,0.0,0.0,0.0,4.6,230.0,90.0,0.0,
1,1,9,11.0,9.472222,1.5277777,8.3,83.0,15.0,0.0,15.0,2862.0,0.0,5.7,200.0,50.0,15.0,
1,1,10,11.1,9.849999,1.250001,8.8,86.0,39.0,0.0,39.0,6407.0,95.0,5.1,200.0,50.0,39.0,
1,1,11,11.2,9.903705,1.2962952,8.8,85.0,64.0,4.0,63.0,9023.0,397.0,6.7,200.0,90.0,63.999996,
1,1,12,11.8,10.0222225,1.7777777,8.7,81.0,83.0,7.0,81.0,9690.0,400.0,7.2,210.0,90.0,82.99999,
1,1,13,11.7,9.755554,1.9444456,8.2,79.0,75.0,4.0,74.0,7683.0,111.0,8.2,200.0,10.0,75.0,
1,1,14,11.5,9.833333,1.666667,8.4,81.0,39.0,1.0,39.0,3203.0,13.0,4.6,200.0,90.0,39.0,
1,1,15,11.3,9.633333,1.666667,8.1,81.0,10.0,0.0,10.0,589.0,0.0,4.6,200.0,90.0,10.0,
1,1,16,10.4,9.566668,0.83333206,8.9,90.0,2.0,0.0,2.0,80.0,0.0,3.1,210.0,100.0,2.0,
1,1,17,10.0,9.305555,0.69444466,8.7,92.0,0.0,0.0,0.0,0.0,0.0,5.7,180.0,90.0,0.0,
1,1,18,9.7,8.866666,0.83333397,8.2,90.0,0.0,0.0,0.0,0.0,0.0,4.1,200.0,90.0,0.0,
1,1,19,9.4,8.705555,0.69444466,8.2,92.0,0.0,0.0,0.0,0.0,0.0,3.1,230.0,90.0,0.0,
1,1,20,9.5,8.555553,0.94444656,7.7,89.0,0.0,0.0,0.0,0.0,0.0,4.6,230.0,10.0,0.0,
1,1,21,8.8,7.6888885,1.1111116,6.6,86.0,0.0,0.0,0.0,0.0,0.0,4.6,230.0,50.0,0.0,
1,1,22,8.3,7.003706,1.2962942,5.7,84.0,0.0,0.0,0.0,0.0,0.0,4.6,230.0,50.0,0.0,
1,1,23,7.3,5.772222,1.5277781,4.2,81.0,0.0,0.0,0.0,0.0,0.0,3.6,230.0,0.0,0.0,
1,1,24,5.9,4.927779,0.9722209,3.9,87.0,0.0,0.0,0.0,0.0,0.0,3.6,220.0,0.0,0.0,
1,2,1,5.3,4.466667,0.833333,3.7,89.0,0.0,0.0,0.0,0.0,0.0,3.1,200.0,0.0,0.0,
1,2,2,5.2,4.4592605,0.74073935,3.7,90.0,0.0,0.0,0.0,0.0,0.0,4.6,190.0,30.0,0.0,
1,2,3,4.1,3.544445,0.55555487,2.8,91.0,0.0,0.0,0.0,0.0,0.0,3.1,190.0,30.0,0.0,
1,2,4,4.5,3.7592592,0.7407408,2.9,89.0,0.0,0.0,0.0,0.0,0.0,3.6,210.0,30.0,0.0,
1,2,5,4.2,3.4592607,0.7407391,2.6,89.0,0.0,0.0,0.0,0.0,0.0,3.6,200.0,90.0,0.0,
1,2,6,5.1,4.127778,0.97222185,3.1,87.0,0.0,0.0,0.0,0.0,0.0,5.1,220.0,90.0,0.0,
1,2,7,4.2,3.3666675,0.8333323,2.4,88.0,0.0,0.0,0.0,0.0,0.0,4.1,210.0,90.0,0.0,
1,2,8,3.9,3.0666668,0.83333325,1.9,87.0,0.0,0.0,0.0,0.0,0.0,3.6,220.0,0.0,0.0,
1,2,9,3.6,2.7666664,0.8333335,1.7,87.0,56.0,211.0,24.0,10424.0,36333.0,5.7,210.0,30.0,55.999992,
1,2,10,3.5,2.4814818,1.0185182,1.3,85.0,136.0,495.0,47.0,17964.0,55761.0,4.1,220.0,0.0,136.00002,
1,2,11,4.5,3.3888881,1.1111119,1.8,83.0,199.0,594.0,58.0,22229.0,60537.0,4.6,220.0,0.0,198.99995,
1,2,12,5.7,3.84815,1.8518498,1.7,75.0,217.0,594.0,62.0,22069.0,57401.0,6.2,240.0,30.0,217.00005,
1,2,13,5.9,3.7703726,2.1296275,1.3,72.0,196.0,532.0,64.0,17602.0,46079.0,7.2,240.0,30.0,195.99997,
1,2,14,6.7,4.3388877,2.361112,1.7,70.0,134.0,372.0,57.0,10412.0,31513.0,6.7,240.0,30.0,134.0,
1,2,15,6.8,4.5777764,2.2222238,2.0,71.0,60.0,244.0,33.0,4146.0,18746.0,7.7,230.0,50.0,59.999992,
1,2,16,5.5,3.5555563,1.9444437,1.3,74.0,16.0,0.0,9.0,876.0,6180.0,8.2,230.0,30.0,16.0,
1,2,17,4.3,2.7259276,1.5740726,0.7,77.0,0.0,0.0,0.0,0.0,0.0,5.7,210.0,30.0,0.0,
1,2,18,3.8,2.5037045,1.2962954,0.9,81.0,0.0,0.0,0.0,0.0,0.0,5.1,200.0,90.0,0.0,
1,2,19,4.4,3.28889,1.1111102,1.7,83.0,0.0,0.0,0.0,0.0,0.0,4.6,220.0,30.0,0.0,
1,2,20,4.4,3.1037054,1.2962947,1.4,81.0,0.0,0.0,0.0,0.0,0.0,5.7,220.0,0.0,0.0,
1,2,21,4.2,3.0888896,1.1111102,1.5,83.0,0.0,0.0,0.0,0.0,0.0,5.1,200.0,50.0,0.0,
1,2,22,4.9,3.511111,1.3888891,1.9,81.0,0.0,0.0,0.0,0.0,0.0,6.2,210.0,0.0,0.0,
1,2,23,4.1,3.1277783,0.9722216,2.0,86.0,0.0,0.0,0.0,0.0,0.0,4.6,170.0,30.0,0.0,
1,2,24,4.3,3.4666677,0.83333254,2.3,87.0,0.0,0.0,0.0,0.0,0.0,5.1,170.0,90.0,0.0,
1,3,1,5.9,4.7888904,1.1111097,3.6,85.0,0.0,0.0,0.0,0.0,0.0,5.7,190.0,90.0,0.0,
1,3,2,7.2,5.9037037,1.2962961,4.5,83.0,0.0,0.0,0.0,0.0,0.0,7.2,190.0,90.0,0.0,
1,3,3,7.3,6.5592594,0.7407408,6.0,91.0,0.0,0.0,0.0,0.0,0.0,8.7,180.0,90.0,0.0,
1,3,4,8.3,7.6333346,0.66666555,7.0,92.0,0.0,0.0,0.0,0.0,0.0,9.8,180.0,50.0,0.0,
1,3,5,9.0,8.537038,0.46296215,8.1,94.0,0.0,0.0,0.0,0.0,0.0,11.3,190.0,90.0,0.0,
1,3,6,10.3,9.6055565,0.6944437,9.1,92.0,0.0,0.0,0.0,0.0,0.0,11.8,200.0,90.0,0.0,
1,3,7,11.2,10.088889,1.1111107,9.1,87.0,0.0,0.0,0.0,0.0,0.0,11.8,210.0,90.0,0.0,
1,3,8,11.3,10.188889,1.1111116,9.2,87.0,0.0,0.0,0.0,0.0,0.0,13.9,210.0,100.0,0.0,
1,3,9,11.8,10.411113,1.3888874,9.3,85.0,4.0,0.0,4.0,829.0,0.0,14.9,210.0,90.0,4.0,
1,3,10,12.2,10.699999,1.500001,9.6,84.0,12.0,0.0,12.0,1685.0,0.0,14.9,210.0,90.0,12.0,
1,3,11,12.4,11.011111,1.3888884,10.0,85.0,20.0,0.0,20.0,2754.0,138.0,13.9,220.0,90.0,20.0,
1,3,12,11.8,11.133334,0.66666603,10.7,93.0,30.0,3.0,29.0,7994.0,11819.0,9.8,230.0,90.0,30.0,
1,3,13,7.4,6.288889,1.1111112,5.1,85.0,103.0,223.0,52.0,13600.0,31972.0,9.3,280.0,50.0,103.0,
1,3,14,7.7,6.125927,1.5740728,4.5,80.0,136.0,394.0,56.0,11085.0,36385.0,7.7,240.0,50.0,136.0,
1,3,15,7.4,6.381482,1.018518,5.3,87.0,69.0,313.0,32.0,4737.0,23201.0,8.7,250.0,50.0,68.99999,
1,3,16,9.0,6.3611116,2.6388884,3.7,69.0,17.0,0.0,9.0,969.0,7107.0,10.3,250.0,30.0,17.0,
1,3,17,6.6,4.8222203,1.7777796,2.9,77.0,0.0,0.0,0.0,0.0,0.0,8.2,250.0,30.0,0.0,
1,3,18,6.3,4.077778,2.2222223,1.3,70.0,0.0,0.0,0.0,0.0,0.0,7.7,250.0,30.0,0.0,
1,3,19,6.1,3.7388887,2.3611112,0.8,69.0,0.0,0.0,0.0,0.0,0.0,7.7,250.0,30.0,0.0,
1,3,20,5.8,3.3925946,2.4074056,0.4,68.0,0.0,0.0,0.0,0.0,0.0,7.2,250.0,30.0,0.0,
1,3,21,5.6,3.3777788,2.2222211,0.5,70.0,0.0,0.0,0.0,0.0,0.0,5.1,240.0,50.0,0.0,
1,3,22,5.6,3.4703722,2.1296277,0.8,71.0,0.0,0.0,0.0,0.0,0.0,5.7,240.0,50.0,0.0,
1,3,23,5.4,3.4555562,1.944444,1.2,74.0,0.0,0.0,0.0,0.0,0.0,6.2,210.0,90.0,0.0,
1,3,24,5.7,4.0333347,1.6666651,2.1,78.0,0.0,0.0,0.0,0.0,0.0,4.6,230.0,30.0,0.0,
1,4,1,6.2,3.6999998,2.5,0.5,67.0,0.0,0.0,0.0,0.0,0.0,8.2,270.0,30.0,0.0,
1,4,2,6.0,3.083333,2.916667,-0.7,62.0,0.0,0.0,0.0,0.0,0.0,6.2,280.0,30.0,0.0,
1,4,3,5.8,3.0222235,2.7777767,-0.6,63.0,0.0,0.0,0.0,0.0,0.0,6.7,280.0,30.0,0.0,
1,4,4,5.3,2.8925939,2.4074063,-0.2,67.0,0.0,0.0,0.0,0.0,0.0,6.2,270.0,30.0,0.0,
1,4,5,5.3,3.0777783,2.2222219,0.1,69.0,0.0,0.0,0.0,0.0,0.0,6.7,260.0,30.0,0.0,
1,4,6,4.6,2.6555548,1.9444451,0.0,72.0,0.0,0.0,0.0,0.0,0.0,4.6,250.0,10.0,0.0,
1,4,7,5.2,3.0703714,2.1296284,0.4,71.0,0.0,0.0,0.0,0.0,0.0,6.2,260.0,0.0,0.0,
1,4,8,5.2,3.3481493,1.8518505,0.9,74.0,0.0,0.0,0.0,0.0,0.0,6.7,250.0,0.0,0.0,
1,4,9,4.9,3.233333,1.666667,1.1,76.0,44.0,70.0,31.0,8389.0,8545.0,4.1,240.0,90.0,44.000004,
1,4,10,5.1,3.5259268,1.5740731,1.5,78.0,90.0,96.0,75.0,13936.0,10678.0,5.1,230.0,50.0,89.99999,
1,4,11,6.0,4.194444,1.8055558,2.1,76.0,136.0,115.0,107.0,16867.0,10752.0,5.7,240.0,40.0,136.0,
1,4,12,6.9,5.0944433,1.8055568,3.1,77.0,141.0,97.0,116.0,14279.0,5474.0,5.7,230.0,90.0,141.0,
1,4,13,8.0,5.63889,2.3611102,3.0,71.0,101.0,11.0,98.0,10178.0,1637.0,6.7,240.0,90.0,101.0,
1,4,14,8.2,5.977777,2.2222228,3.5,72.0,72.0,22.0,68.0,7107.0,2446.0,7.2,230.0,90.0,72.0,
1,4,15,7.5,5.9259267,1.5740733,4.3,80.0,40.0,26.0,36.0,3187.0,1594.0,5.7,220.0,90.0,40.0,
1,4,16,6.8,5.855554,0.9444461,5.0,88.0,8.0,6.0,8.0,580.0,281.0,6.7,230.0,100.0,8.0,
1,4,17,7.4,6.427778,0.9722223,5.5,88.0,0.0,0.0,0.0,0.0,0.0,6.7,230.0,100.0,0.0,
1,4,18,8.1,6.803705,1.2962952,5.6,84.0,0.0,0.0,0.0,0.0,0.0,7.7,230.0,90.0,0.0,
1,4,19,8.6,7.0259266,1.5740738,5.6,81.0,0.0,0.0,0.0,0.0,0.0,9.3,240.0,90.0,0.0,
1,4,20,8.6,7.3499994,1.250001,6.2,85.0,0.0,0.0,0.0,0.0,0.0,11.3,250.0,90.0,0.0,
1,4,21,8.6,7.581482,1.0185184,6.5,87.0,0.0,0.0,0.0,0.0,0.0,10.3,250.0,90.0,0.0,
1,4,22,8.7,7.588889,1.1111107,6.5,86.0,0.0,0.0,0.0,0.0,0.0,8.7,250.0,90.0,0.0,
1,4,23,9.0,7.703705,1.2962952,6.4,84.0,0.0,0.0,0.0,0.0,0.0,10.3,250.0,90.0,0.0,
1,4,24,9.4,7.872221,1.5277786,6.5,82.0,0.0,0.0,0.0,0.0,0.0,11.3,250.0,90.0,0.0,
1,5,1,9.8,8.133333,1.666667,6.6,80.0,0.0,0.0,0.0,0.0,0.0,11.8,250.0,100.0,0.0,
1,5,2,10.0,8.425927,1.5740728,7.1,82.0,0.0,0.0,0.0,0.0,0.0,12.9,260.0,90.0,0.0,
1,5,3,10.5,8.722222,1.7777777,7.2,80.0,0.0,0.0,0.0,0.0,0.0,11.8,260.0,90.0,0.0,
1,5,4,10.7,8.848148,1.8518515,7.3,79.0,0.0,0.0,0.0,0.0,0.0,12.3,260.0,90.0,0.0,
1,5,5,10.7,9.033332,1.6666679,7.5,81.0,0.0,0.0,0.0,0.0,0.0,11.8,260.0,90.0,0.0,
1,5,6,10.9,9.048148,1.8518515,7.4,79.0,0.0,0.0,0.0,0.0,0.0,11.8,260.0,90.0,0.0,
1,5,7,10.4,9.011112,1.3888874,7.8,84.0,0.0,0.0,0.0,0.0,0.0,12.9,260.0,30.0,0.0,
1,5,8,10.4,9.011112,1.3888874,7.8,84.0,0.0,0.0,0.0,0.0,0.0,9.8,260.0,50.0,0.0,
1,5,9,10.8,7.3277793,3.472221,3.8,62.0,46.0,160.0,22.0,8789.0,28016.0,9.8,280.0,30.0,46.0,
1,5,10,9.7,6.5333323,3.1666675,3.3,64.0,116.0,384.0,45.0,15279.0,42307.0,10.3,280.0,50.0,116.00001,
1,5,11,8.9,6.4,2.4999995,3.7,70.0,169.0,438.0,63.0,18752.0,43543.0,8.7,280.0,30.0,168.99998,
1,5,12,8.7,6.0148153,2.6851845,3.2,68.0,182.0,408.0,73.0,19126.0,42152.0,8.7,290.0,50.0,181.99998,
1,5,13,9.6,5.9888883,3.611112,2.0,59.0,176.0,415.0,71.0,16451.0,38021.0,10.8,280.0,50.0,176.0,
1,5,14,10.0,6.2037044,3.7962956,1.8,57.0,132.0,331.0,61.0,10414.0,28134.0,11.8,290.0,50.0,132.0,
1,5,15,9.7,6.088888,3.6111116,2.1,59.0,62.0,219.0,36.0,4199.0,16789.0,10.3,290.0,40.0,62.0,
1,5,16,9.5,6.166666,3.333334,2.4,61.0,15.0,108.0,8.0,848.0,5536.0,9.3,300.0,30.0,15.0,
1,5,17,8.8,5.281482,3.518518,1.2,59.0,0.0,0.0,0.0,0.0,0.0,9.8,310.0,50.0,0.0,
1,5,18,8.0,5.2222233,2.7777767,1.8,65.0,0.0,0.0,0.0,0.0,0.0,6.7,300.0,30.0,0.0,
1,5,19,7.5,5.0,2.5,1.9,68.0,0.0,0.0,0.0,0.0,0.0,5.7,300.0,30.0,0.0,
1,5,20,6.8,4.4388876,2.3611126,1.8,70.0,0.0,0.0,0.0,0.0,0.0,4.6,290.0,30.0,0.0,
1,5,21,6.2,4.2555556,1.9444442,1.9,74.0,0.0,0.0,0.0,0.0,0.0,4.1,290.0,90.0,0.0,
1,5,22,6.0,4.1481485,1.8518515,1.9,75.0,0.0,0.0,0.0,0.0,0.0,3.1,290.0,50.0,0.0,
1,5,23,5.7,3.84815,1.8518498,1.7,75.0,0.0,0.0,0.0,0.0,0.0,4.1,270.0,30.0,0.0,
1,5,24,5.6,4.303705,1.2962947,2.7,82.0,0.0,0.0,0.0,0.0,0.0,4.6,290.0,40.0,0.0,
1,6,1,5.7,4.0333347,1.6666651,2.0,77.0,0.0,0.0,0.0,0.0,0.0,4.1,290.0,30.0,0.0,
1,6,2,5.6,4.0259275,1.5740724,2.0,78.0,0.0,0.0,0.0,0.0,0.0,4.1,300.0,30.0,0.0,
1,6,3,6.0,4.0555553,1.9444447,1.8,74.0,0.0,0.0,0.0,0.0,0.0,5.1,310.0,30.0,0.0,
1,6,4,6.1,3.9703708,2.1296291,1.4,72.0,0.0,0.0,0.0,0.0,0.0,6.2,310.0,10.0,0.0,
1,6,5,5.4,3.4555562,1.944444,1.2,74.0,0.0,0.0,0.0,0.0,0.0,4.6,320.0,30.0,0.0,
1,6,6,3.7,2.4037044,1.2962956,0.8,81.0,0.0,0.0,0.0,0.0,0.0,2.1,300.0,10.0,0.0,
1,6,7,2.4,1.5666665,0.8333336,0.3,86.0,0.0,0.0,0.0,0.0,0.0,1.5,270.0,30.0,0.0,
1,6,8,0.7,0.14444351,0.5555565,-0.6,90.0,0.0,0.0,0.0,0.0,0.0,1.5,280.0,30.0,0.0,
1,6,9,0.7,0.23703681,0.46296316,-0.4,92.0,52.0,155.0,28.0,9614.0,23393.0,0.5,320.0,30.0,52.000008,
1,6,10,1.1,0.4055553,0.6944447,-0.4,89.0,113.0,296.0,61.0,15584.0,30126.0,1.5,180.0,30.0,112.99999,
1,6,11,3.0,1.981483,1.018517,0.6,84.0,151.0,281.0,83.0,18113.0,28756.0,2.1,180.0,30.0,150.99997,
1,6,12,6.6,4.4703693,2.1296306,1.9,72.0,161.0,272.0,88.0,17835.0,26234.0,0.5,210.0,90.0,161.0,
1,6,13,7.1,5.044443,2.0555568,2.8,74.0,147.0,233.0,88.0,15160.0,23062.0,3.1,270.0,90.0,146.99998,
1,6,14,8.1,5.970372,2.1296282,3.8,74.0,112.0,211.0,69.0,10058.0,19108.0,3.1,280.0,90.0,111.99999,
1,6,15,8.2,5.7925925,2.4074073,3.0,70.0,54.0,154.0,32.0,3994.0,10350.0,4.1,270.0,50.0,54.000008,
1,6,16,8.4,6.0666656,2.333334,3.7,72.0,10.0,43.0,7.0,570.0,2215.0,3.1,230.0,90.0,10.0,
1,6,17,7.8,5.948149,1.851851,4.0,77.0,0.0,0.0,0.0,0.0,0.0,3.1,230.0,90.0,0.0,
1,6,18,7.9,6.3259273,1.5740728,4.7,80.0,0.0,0.0,0.0,0.0,0.0,5.7,230.0,90.0,0.0,
1,6,19,7.9,6.603705,1.2962952,5.3,84.0,0.0,0.0,0.0,0.0,0.0,4.1,220.0,90.0,0.0,
1,6,20,7.5,6.75926,0.7407398,5.9,90.0,0.0,0.0,0.0,0.0,0.0,3.6,220.0,50.0,0.0,
1,6,21,7.4,6.65926,0.7407403,6.1,91.0,0.0,0.0,0.0,0.0,0.0,5.7,220.0,90.0,0.0,
1,6,22,8.6,7.766666,0.83333445,6.9,89.0,0.0,0.0,0.0,0.0,0.0,4.6,230.0,90.0,0.0,
1,6,23,9.2,8.181481,1.0185184,7.4,88.0,0.0,0.0,0.0,0.0,0.0,5.7,240.0,90.0,0.0,
1,6,24,9.7,8.588888,1.1111116,7.7,87.0,0.0,0.0,0.0,0.0,0.0,6.2,240.0,90.0,0.0,
1,7,1,10.0,8.888889,1.1111107,7.9,87.0,0.0,0.0,0.0,0.0,0.0,6.7,250.0,90.0,0.0,
1,7,2,10.0,8.888889,1.1111107,8.0,87.0,0.0,0.0,0.0,0.0,0.0,6.7,250.0,90.0,0.0,
1,7,3,10.0,8.9814825,1.0185175,8.1,88.0,0.0,0.0,0.0,0.0,0.0,6.7,250.0,90.0,0.0,
1,7,4,9.9,8.927777,0.9722223,8.1,89.0,0.0,0.0,0.0,0.0,0.0,6.2,250.0,90.0,0.0,
1,7,5,9.9,8.881481,1.0185184,8.0,88.0,0.0,0.0,0.0,0.0,0.0,4.6,250.0,90.0,0.0,
1,7,6,10.0,8.888889,1.1111107,7.9,87.0,0.0,0.0,0.0,0.0,0.0,6.2,250.0,90.0,0.0,
1,7,7,10.0,8.703705,1.2962952,7.6,85.0,0.0,0.0,0.0,0.0,0.0,5.1,250.0,30.0,0.0,
1,7,8,9.3,6.1055565,3.1944437,2.6,63.0,0.0,0.0,0.0,0.0,0.0,6.2,300.0,90.0,0.0,
1,7,9,8.5,5.444444,3.0555558,1.9,63.0,45.0,156.0,22.0,9063.0,27784.0,5.1,280.0,90.0,44.999985,
1,7,10,8.3,5.337039,2.9629612,2.0,64.0,122.0,384.0,50.0,16967.0,46628.0,3.6,270.0,90.0,121.999985,
1,7,11,8.6,5.544444,3.0555563,1.9,63.0,194.0,527.0,64.0,22550.0,58035.0,4.1,270.0,30.0,194.00002,
1,7,12,8.7,5.7370377,2.9629622,2.5,65.0,228.0,606.0,64.0,23620.0,61491.0,4.6,270.0,30.0,228.00002,
1,7,13,9.5,6.166666,3.333334,2.7,62.0,214.0,589.0,63.0,19982.0,56032.0,4.6,280.0,50.0,214.00002,
1,7,14,9.9,6.381482,3.5185175,2.4,60.0,160.0,500.0,54.0,12839.0,42101.0,5.7,280.0,50.0,159.99998,
1,7,15,9.9,6.1499996,3.75,2.1,58.0,79.0,318.0,34.0,5294.0,21501.0,5.1,280.0,30.0,78.99997,
1,7,16,9.0,5.8333335,3.1666665,2.3,63.0,18.0,100.0,10.0,989.0,5124.0,3.6,280.0,90.0,18.0,
1,7,17,8.5,5.722222,2.7777781,2.5,66.0,0.0,0.0,0.0,0.0,0.0,4.1,270.0,50.0,0.0,
1,7,18,8.2,5.56111,2.6388898,2.6,68.0,0.0,0.0,0.0,0.0,0.0,4.1,280.0,90.0,0.0,
1,7,19,7.9,5.492594,2.4074063,2.7,70.0,0.0,0.0,0.0,0.0,0.0,3.6,260.0,90.0,0.0,
1,7,20,7.9,5.492594,2.4074063,2.7,70.0,0.0,0.0,0.0,0.0,0.0,5.7,270.0,90.0,0.0,
1,7,21,7.9,5.214816,2.685184,2.1,67.0,0.0,0.0,0.0,0.0,0.0,6.7,270.0,90.0,0.0,
1,7,22,7.7,5.338889,2.3611107,2.7,71.0,0.0,0.0,0.0,0.0,0.0,5.1,270.0,100.0,0.0,
1,7,23,7.6,5.377778,2.2222219,2.8,72.0,0.0,0.0,0.0,0.0,0.0,3.1,260.0,100.0,0.0,
1,7,24,7.6,5.4703712,2.1296287,3.0,73.0,0.0,0.0,0.0,0.0,0.0,3.1,260.0,100.0,0.0,
1,8,1,7.8,5.5777783,2.2222219,3.1,72.0,0.0,0.0,0.0,0.0,0.0,3.6,270.0,100.0,0.0,
1,8,2,7.7,5.477778,2.2222219,3.0,72.0,0.0,0.0,0.0,0.0,0.0,3.1,280.0,100.0,0.0,
1,8,3,7.8,5.4388895,2.3611107,2.9,71.0,0.0,0.0,0.0,0.0,0.0,3.1,270.0,100.0,0.0,
1,8,4,8.0,5.500001,2.499999,2.7,69.0,0.0,0.0,0.0,0.0,0.0,3.6,280.0,100.0,0.0,
1,8,5,7.8,5.4388895,2.3611107,2.9,71.0,0.0,0.0,0.0,0.0,0.0,2.6,280.0,100.0,0.0,
1,8,6,7.6,5.516667,2.083333,3.2,74.0,0.0,0.0,0.0,0.0,0.0,2.1,260.0,100.0,0.0,
1,8,7,7.6,5.4703712,2.1296287,3.0,73.0,0.0,0.0,0.0,0.0,0.0,2.1,290.0,100.0,0.0,
1,8,8,7.5,5.370371,2.1296291,3.0,73.0,0.0,0.0,0.0,0.0,0.0,2.1,280.0,100.0,0.0,
1,8,9,7.5,5.4166665,2.0833335,3.1,74.0,54.0,177.0,26.0,10071.0,31261.0,1.5,290.0,90.0,54.0,
1,8,10,7.8,5.5777783,2.2222219,3.0,72.0,132.0,431.0,50.0,17266.0,48590.0,2.1,270.0,90.0,132.0,
1,8,11,8.0,5.63889,2.3611102,3.1,71.0,190.0,513.0,64.0,20461.0,45530.0,1.5,260.0,90.0,190.00002,
1,8,12,8.4,6.0666656,2.333334,3.7,72.0,176.0,364.0,78.0,17784.0,27846.0,2.1,250.0,50.0,175.99997,
1,8,13,8.8,6.3925934,2.4074068,3.8,71.0,128.0,168.0,84.0,13362.0,14417.0,4.1,270.0,90.0,128.00002,
1,8,14,9.3,7.077779,2.2222214,4.7,73.0,93.0,113.0,69.0,9133.0,11929.0,3.6,280.0,90.0,93.0,
1,8,15,9.6,7.377777,2.2222233,5.2,74.0,53.0,119.0,40.0,4192.0,9827.0,3.6,260.0,90.0,53.0,
1,8,16,9.6,7.7481484,1.8518519,5.9,78.0,17.0,70.0,12.0,932.0,3579.0,2.6,260.0,90.0,17.0,
1,8,17,9.5,7.6481476,1.8518524,5.9,78.0,0.0,0.0,0.0,0.0,0.0,2.6,230.0,90.0,0.0,
1,8,18,8.8,7.272222,1.5277781,5.9,82.0,0.0,0.0,0.0,0.0,0.0,2.1,200.0,100.0,0.0,
1,8,19,9.1,7.803705,1.2962952,6.5,84.0,0.0,0.0,0.0,0.0,0.0,2.6,230.0,100.0,0.0,
1,8,20,8.6,7.581482,1.0185184,6.8,88.0,0.0,0.0,0.0,0.0,0.0,2.6,180.0,90.0,0.0,
1,8,21,8.9,7.9555554,0.9444442,7.2,89.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,0.0,0.0,
1,8,22,6.0,5.583333,0.41666698,5.2,95.0,0.0,0.0,0.0,0.0,0.0,1.0,230.0,0.0,0.0,
1,8,23,5.7,5.5148168,0.18518305,5.2,97.0,0.0,0.0,0.0,0.0,0.0,2.6,170.0,90.0,0.0,
1,8,24,7.1,6.914815,0.18518496,6.8,98.0,0.0,0.0,0.0,0.0,0.0,1.5,250.0,50.0,0.0,
1,9,1,9.0,8.444445,0.55555534,7.9,93.0,0.0,0.0,0.0,0.0,0.0,4.1,250.0,90.0,0.0,
1,9,2,8.0,7.583334,0.41666603,7.3,95.0,0.0,0.0,0.0,0.0,0.0,2.6,230.0,90.0,0.0,
1,9,3,9.2,8.088887,1.1111126,7.0,86.0,0.0,0.0,0.0,0.0,0.0,3.6,250.0,100.0,0.0,
1,9,4,8.9,7.325927,1.5740728,5.9,81.0,0.0,0.0,0.0,0.0,0.0,2.6,240.0,100.0,0.0,
1,9,5,8.5,7.203704,1.2962961,6.0,84.0,0.0,0.0,0.0,0.0,0.0,2.6,230.0,100.0,0.0,
1,9,6,8.9,7.372223,1.5277767,6.0,82.0,0.0,0.0,0.0,0.0,0.0,3.1,230.0,100.0,0.0,
1,9,7,8.7,7.588889,1.1111107,6.5,86.0,0.0,0.0,0.0,0.0,0.0,3.6,210.0,100.0,0.0,
1,9,8,9.2,8.088887,1.1111126,7.2,87.0,0.0,0.0,0.0,0.0,0.0,4.6,220.0,90.0,0.0,
1,9,9,9.7,8.3111105,1.3888893,6.9,83.0,25.0,15.0,22.0,5032.0,1768.0,5.1,230.0,90.0,25.000002,
1,9,10,9.6,8.21111,1.3888903,7.1,84.0,53.0,21.0,50.0,9918.0,5490.0,4.1,230.0,90.0,53.0,
1,9,11,10.4,8.825928,1.5740719,7.4,82.0,104.0,90.0,80.0,14364.0,10024.0,4.6,220.0,90.0,104.00001,
1,9,12,11.7,9.477777,2.2222233,7.7,76.0,126.0,113.0,95.0,13206.0,7286.0,6.2,250.0,90.0,126.00001,
